Title,Price,Date
Got Data Shirt Got Data T Shirt Data Analyst Shirt Funny T-Shirt,17.49,2024-05-08 12:22:41.902956
Got Data Shirt Got Data T Shirt Data Analyst Shirt Funny T-Shirt,17.49,2024-05-08 12:22:46.100911
Got Data Shirt Got Data T Shirt Data Analyst Shirt Funny T-Shirt,17.49,2024-05-08 12:22:49.871995
Got Data Shirt Got Data T Shirt Data Analyst Shirt Funny T-Shirt,17.49,2024-05-08 12:22:53.672725
Got Data Shirt Got Data T Shirt Data Analyst Shirt Funny T-Shirt,17.49,2024-05-08 12:22:57.525186
